type,title,abstract,journal,author,year,keywords,filename,id,sens_acc,sens_gyr,sens_gps,sens_mic,sens_cam,perv_pill,perv_ecg,perv_wearable,ux_gui,ux_gesture,ux_voice,ux_text,ux_back,media_text,media_image,media_audio,media_video,media_anim,feat_use,feat_promp,feat_soc,feat_hcp,feat_learn,feat_prog,feat_ca,feat_ass,feat_vr,feat_ar,feat_pers,feat_game,anal_ml,anal_beh,anal_act,anal_sp,os_ios,os_and,app_name,geo_loc,md,md_id,md_desc,md_mul,md_sub,fmw_cbt,fmw_hum,fmw_sys,fmw_psy,fmw_wav,fmw_tra,fmw_pos,fmw_other,fmw_nk,val_ed,val_res,val_n,val_n2,val_ec,val_done,val_type,val_edrct,geo_ctry
Article,Using smartphones to decrease substance use via self-monitoring and recovery support: Study protocol for a randomized control trial,"Background: Alcohol abuse, other substance use disorders, and risk behaviors associated with the human immunodeficiency virus (HIV) represent three of the top 10 modifiable causes of mortality in the US. Despite evidence that continuing care is effective in sustaining recovery from substance use disorders and associated behaviors, patients rarely receive it. Smartphone applications (apps) have been effective in delivering continuing care to patients almost anywhere and anytime. This study tests the effectiveness of two components of such apps: ongoing self-monitoring through Ecological Momentary Assessments (EMAs) and immediate recovery support through Ecological Momentary Interventions (EMIs). Methods/design: The target population, adults enrolled in substance use disorder treatment (n = 400), are being recruited from treatment centers in Chicago and randomly assigned to one of four conditions upon discharge in a 2 Ã— 2 factorial design. Participants receive (1) EMAs only, (2) EMIs only, (3) combined EMAs + EMIs, or (4) a control condition without EMA or EMI for 6months. People in the experimental conditions receive smartphones with the apps (EMA and/or EMI) specific to their condition. Phones alert participants in the EMA and EMA + EMI conditions at five random times per day and present participants with questions about people, places, activities, and feelings that they experienced in the past 30min and whether these factors make them want to use substances, support their recovery, or have no impact. Those in the EMI and EMA + EMI conditions have continual access to a suite of support services. In the EMA + EMI condition, participants are prompted to use the EMI(s) when responses to the EMA(s) indicate risk. All groups have access to recovery support as usual. The primary outcome is days of abstinence from alcohol and other drugs. Secondary outcomes are number of HIV risk behaviors and whether abstinence mediates the effects of EMA, EMI, or EMA + EMI on HIV risk behaviors. Discussion: This project will enable the field to learn more about the effects of EMAs and EMIs on substance use disorders and HIV risk behaviors, an understanding that could potentially make treatment and recovery more effective and more widely accessible. Trial registration: ClinicalTrials.gov, ID: NCT02132481. Registered on 5 May 2014. 2017 The Author(s).",Trials,C.K. Scott and M.L. Dennis and D.H. Gustafson,2017,NA,307 - Using smartphones to decrease,307,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,A-CHESS,United States of America,16-Substance-related and addictive disorders,16,Substance-related and addictive disorders,NA,NA,NO,NO,NO,NO,NO,NO,NO,YES,NO,RANDOMIZED CONTROLLED TRIAL,NA,400,Estimated 400,"(1) EMAs only, (2) EMIs only, (3) combined EMAs + EMIs, or (4) a control condition without EMA or EMI for 6 months",NO,NO ASSESSMENT,NO,United States of America
Article,Virtual reality and mobile phones in the treatment of generalized anxiety disorders: A phase-2 clinical trial,"Several studies have demonstrated that exposure therapy - in which the patient is exposed to specific feared situations or objects that trigger anxiety - is an effective way to treat anxiety disorders. However, to overcome a number of limitations inherent in this approach - lack of full control of the situation, costs and time required, etc. - some therapists have started to add virtual reality (VR) to the in vivo exposure-based therapy, providing in-office, controlled exposure therapy. Compared to the in vivo exposure, VR Exposure Therapy (VRET) is completely controlled: the quality, the intensity and the frequency of the exposure are decided by the therapist, and the therapy can be stopped at any time if the patient does not tolerate it. Moreover, the flexibility of a virtual experience allows the patient to experience situations that are often much worse and more exaggerated than those that are likely to be encountered in real life. However, a critical issue underlying the use of VRET in the treatment of anxiety-related disorders is the lack of a virtual reality system in the patient's real-life context. In this paper, we present a clinical protocol for the treatment of Generalized Anxiety Disorders (GAD) based on the ubiquitous use of a biofeedback-enhanced VR system. The protocol includes the use of a mobile exposure system allowing patients to perform the virtual experience in an outpatient setting. A between-subjects study, involving 25 GAD patients, was carried out to verify the efficacy of the proposed approach. The clinical data in this pilot study seemed to support the efficacy of the ubiquitous approach. 2011 Springer-Verlag London Limited.",Personal and Ubiquitous Computing,C. Repetto and A. Gaggioli and F. Pallavicini and P. Cipresso and S. Raspelli and G. Riva,2013,"Mobile devices, Mobile phones, Virtual reality, Patient treatment, Cellular telephones, Ubiquitous computing, Exposure therapy, Experiments, Real-life contexts, Biofeedback, Quality control, Clinical trial, Clinical protocols, Exposure system, Generalized anxiety disorders, Ubiquitous approach, Virtual reality system",308 - Virtual reality and mobile phones,308,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,Italy,5-Anxiety disorders,5,Anxiety disorders,NA,Generalized anxiety disorder,YES,NO,NO,NO,NO,NO,NO,YES,NO,CLINICAL TRIAL (A BETWEEN-SUBJECTS STUDY),"In conclusion, this study showed that (1) VR can be used also in the treatment of GAD; (2) in a VR treatment, patients could take advantage of a mobile device that was not only well tolerated but also appreciated by the patients.
Despite the need for further analysis, the study also suggested that, with these patients, the effectiveness of an immersive virtual relaxing environment may be improved by using physiological data to modify specific features of the virtual environment in real time.",25,NA,"(1) Virtual Reality and
Mobile Phone (VRM), N=8; (2) Biofeedback
Virtual Reality and
Mobile Phone
(VRBM), N= 9; (3) Waiting list, N=8",YES,EFFECT,PILOT RCT,Italy
Article,A mobile app-based intervention for depression: End-user and expert usability testing study,"Background: Despite the growing number of mental health apps available for smartphones, the perceived usability of these apps from the perspectives of end users or health care experts has rarely been reported. This information is vital, particularly for self-guided mHealth interventions, as perceptions of navigability and quality of content are likely to impact participant engagement and treatment compliance. Objective: The aim of this study was to conduct a usability evaluation of a personalized, self-guided, app-based intervention for depression. Methods: Participants were administered the System Usability Scale and open-ended questions as part of a semistructured interview. There were 15 participants equally divided into 3 groups: (1) individuals with clinical depression who were the target audience for the app, (2) mental health professionals, and (3) researchers who specialize in the area of eHealth interventions and/or depression research. Results: The end-user group rated the app highly, both in quantitative and qualitative assessments. The 2 expert groups highlighted the self-monitoring features and range of established psychological treatment options (such as behavioral activation and cognitive restructuring) but had concerns that the amount and layout of content may be difficult for end users to navigate in a self-directed fashion. The end-user data did not confirm these concerns. Conclusions: Encouraging participant engagement via self-monitoring and feedback, as well as personalized messaging, may be a viable way to maintain participation in self-guided interventions. Further evaluation is necessary to determine whether levels of engagement with these features enhance treatment effects. Matthew Fuller-Tyszkiewicz, Ben Richardson, Britt Klein, Helen Skouteris, Helen Christensen, David Austin, David Castle, Cathrine Mihalopoulos, Renee O'Donnell, Lilani Arulkadacham, Adrian Shatte, Anna Ware. Originally published in JMIR Mental Health (http://mental.jmir.org), 23.08.2018. This is an open-access article distributed under the terms of the Creative Commons Attribution License.",Journal of Medical Internet Research,A. Ware,2018,Young adult,401 - A Mobile Appâ€“Based Intervention,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT KNOWN,NA,BlueWatch,Australia,4-Depressive disorders,4,Depressive disorders,NA,NA,YES,NO,NO,NO,NO,NO,NO,NO,NO,USABILITY STUDY,"There was broad agreement across the 3 groups (end users, health care professionals, and researchers) that the BlueWatch app had an appealing visual layout and organization of content, was engaging for users, and offered evidence-based content that ensured a range of techniques to cater to end users who may prefer different approaches for the treatment of their depressive symptoms. The expert groups (researchers and mental health professionals) particularly liked the wide range of psychological intervention strategies available in the app, feeling that this would allow individuals with different treatment preferences to each find something that might work for them.",15,"15 (divided in 3 groups:  (1) individuals with clinical depression who were the target audience for the app, (2) mental health professionals, and (3) researchers who specialize in the area of eHealth interventions and/or depression research.","BlueWatch, a mobile app that comprises short audio activities, journaling exercises, and self-monitoring functions",YES,USABILITY/UX,NO,Australia
Article,"Adapting, pilot testing and evaluating the Kickit app to support smoking cessation for smokers with severe mental illness: A study protocol","(1) Background: While the prevalence of tobacco smoking in the general population has declined, it remains exceptionally high for smokers with severe mental illness (SMI), despite significant public health measures. This project aims to adapt, pilot test and evaluate a novel e-health smoking cessation intervention to assist relapse prevention and encourage sustained smoking cessation for young adults (aged 18â€“29 years) with SMI. (2) Methods: Using co-design principles, the researchers will adapt the Kick.it smartphone App in collaboration with a small sample of current and ex-smokers with SMI. In-depth interviews with smokers with SMI who have attempted to quit in the past 12 months and ex-smokers (i.e., those having not smoked in the past seven days) will explore their perceptions of smoking cessation support options that have been of value to them. Focus group participants will then give their feedback on the existing Kick.it App and any adaptations needed. The adapted App will then be pilot-tested with a small sample of young adult smokers with SMI interested in attempting to cut down or quit smoking, measuring utility, feasibility, acceptability, and preliminary outcomes in supporting their quit efforts. (3) Conclusions: This pilot work will inform a larger definitive trial. Dependent on recruitment success, the project may extend to also include smokers with SMI who are aged 30 years or more. 2018 by the authors. Licensee MDPI, Basel, Switzerland.",International Journal of Environmental Research and Public Health,J. Stewart,2018,Smoking cessation,"402 - Adapting, Pilot Testing and Evaluating",402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kick.it,Australia,16-Substance-related and addictive disorders,16,Substance-related and addictive disorders,NA,Smoking cessation,YES,NO,NO,NO,NO,NO,NO,NO,NO,PROTOCOL OF A PILOT STUDY,No value,10,NA,Only experimental group,NO,NO ASSESSMENT,NO,Australia
Article,Development and feasibility of smartphone application for cognitive-behavioural case management of individuals with early psychosis,"Background: This article describes the development of the smartphone application for cognitive-behavioural case management of young individuals with early psychosis and examines the acceptance and potential clinical benefits of this application through a pilot survey. Methods: Gwangju Bukgu-Community Mental Health Center developed and launched a smartphone application (Heal Your Mind [HYM]) for cognitive-behavioural case management and symptom monitoring. The HYM application for clients includes 6 main modules including thought record, symptom record, daily life record, official notices, communication and scales. The key module is the â€œthought record? for self-directed cognitive-behavioural treatment. When the client writes and sends the self-cognitive-behavioural therapy sheet to the case manager, the latter receives a notification and can provide feedback in real time. We conducted a survey to investigate the acceptance and feasibility of this approach among young clients with early psychosis. Results: A total of 24 clients with early psychosis participated in this survey. More than 80\% of participants reported that it was easy to learn to use this application, and no one described this application as very complicated or reported that they needed a long time to learn how to use it. About 80\% of participants were satisfied with this application, and 70\% reported that they received help as a result of using this application. Conclusions: This study suggests that this smartphone application is useful for young individuals with early psychosis and that it may contribute to the development of both young customer- and case manager-friendly systems for this clinical population. 2017 John Wiley \& Sons Australia, Ltd",Early Intervention in Psychiatry,J.-S. Yoon,2018,early psychosis,406 - Development and feasibility of smartphone,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heal Your Mind,Republic of Korea,2-Schizophrenia spectrum and other psychotic disorders,2,Schizophrenia spectrum and other psychotic disorders,NA,NA,YES,NO,NO,NO,NO,NO,NO,NO,NO,PILOT FEASIBILITY STUDY,"More than 80% of participants reported that it was easy to learn to use this application, and no one described this application as very complicated or reported that they needed a long time to learn how to use it. About 80% of participants were satisfied with this application, and 70% reported that they received help as a result of using this application.",24,NA,Only experimental group,YES,USABILITY/UX,NO,Republic of Korea
Article,Development and pilot testing of an internet-based self-help intervention for depression for Indian users,"There is a dearth of published research on uptake and utility of mental health apps in India, despite a rising global trend in the application of technology in the field of mental health. We describe the development and pilot testing of a self-help intervention for depression, PUSH-D (Practice and Use Self-Help for Depression) for urban Indians. This guided self-help app, with essential and optional zone sections, was developed to provide a comprehensive coverage of therapeutic strategies drawn from cognitive behavior therapy, interpersonal therapy, supportive psychotherapy, and positive psychology. Pilot testing was carried out using a single group pre-, post-and follow-up design in 78 eligible participants. Participants were typically young adults with major depression or dysthymia and significant impairment in functioning. Almost two-thirds of the participants had never sought professional mental health help. Significant reductions in depression and improvement in the functioning and well-being were notedon standardized measures in participants completing all 10 essential zone sections. These gains were maintained at follow-up. The results were similar for partial completers, who completed fiveout of the 10 essential sections. PUSH-D is one of the first indigenously developed self-help apps for depression and it shows promise in reducing the treatment gap for depression in India. 2018 by the Authors.",Behavioral Sciences,T.K. Srikanth,2018,Treatment gap,407 - Development and Pilot Testing of an Internet,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT KNOWN,NA,NA,NA,NA,NA,NA,NA,NA,NOT KNOWN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Push-D,India,4-Depressive disorders,4,Depressive disorders,NA,4-Depressive disorders: Major depression; or Dysthymia,YES,NO,NO,NO,NO,NO,YES,YES,NO,PILOT STUDY,"igniﬁcant reductions in depression and improvement in the functioning and well-being were notedon standardized measures in participants completing all 10 essential zone sections. These gains were maintained at follow-up. The results were similar for partial completers, who completed ﬁveout of the 10 essential sections.",78,NA,Only experimental group,YES,EFFECT,NO,India
Article,"Efficacy of PRIME, a mobile app intervention designed to improve motivation in young people with schizophrenia","The onset of schizophrenia occurs during a period critical for development of social relationships and functional independence. As such, interventions that target the early course of illness have the potential to stave off functional decline and restore functioning to pre-illness levels. In this entirely remote study, people with recent-onset schizophrenia spectrum disorders (SSDs) participated in a 12-week randomized controlled trial to determine the efficacy of PRIME (personalized real-time intervention for motivational enhancement), a mobile-based digital health intervention designed to improve motivation and quality of life. Participants were randomized into the PRIME (n = 22) or treatment-as-usual/waitlist (TAU/WL) condition (n = 21) and completed assessments at baseline, post-trial (12 wk), and for people in the PRIME condition, 3 months after the end of the trial. After 12-weeks, WL participants received PRIME, resulting in a total sample of 38 participants completing PRIME. In PRIME, participants worked towards self-identified goals with the support of a virtual community of age-matched peers with schizophrenia-spectrum disorders as well as motivation coaches. Compared to the WL condition, people in the PRIME condition had significantly greater improvements in self-reported depression, defeatist beliefs, self-efficacy, and a trend towards motivation/pleasure negative symptoms post-trial, and these improvements were maintained 3 months after the end of trial. We also found that people in the PRIME condition had significantly greater improvements in components of social motivation post-trial (anticipated pleasure and effort expenditure). Our results suggest that PRIME has the potential to be an effective mobile-based intervention for improving aspects of mood and motivation in young people with SSDs. 2018 OUP. All rights reserved.",Schizophrenia Bulletin,S. Vinogradov,2018,treatment effectiveness,"408 - Efficacy of PRIME, a Mobile App Intervention",408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT KNOWN,NOT KNOWN,NA,NA,NA,NA,NA,NA,NA,NA,NOT KNOWN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT KNOWN,NOT KNOWN,PRIME,United States of America,2-Schizophrenia spectrum and other psychotic disorders,2,Schizophrenia spectrum and other psychotic disorders,NA,NA,NO,NO,NO,NO,NO,NO,NO,YES,NO,RCT,"Compared to the WL condition, people in the PRIME condition had significantly greater improvements in self-reported depression, defeatist beliefs, self-efficacy, and a trend towards motivation/pleasure negative symptoms post-trial, and these improvements were maintained 3 months after the end of trial. We also found that people in the PRIME condition had significantly greater improvements in components of social motivation post-trial (anticipated pleasure and effort expenditure).",43,NA,Intervention group (N=22) and Waiting list control (N=21),YES,EFFECT AND USABILITY/UX,RCT,United States of America
Article,Evaluating the feasibility and effectiveness of an australian safety planning smartphone application: A pilot study within a tertiary mental health service,"Objective The purpose of this study was to examine the feasibility and effectiveness of a suicide prevention smartphone application. Method Thirty-six non-Aboriginal Australians aged between 16 and 42 years (67\% female) were recruited from a tertiary mental health service where they were receiving treatment for suicide risk. Participants were asked to use the BeyondNow safety planning smartphone application to manage their suicide safety plan during a 2-month trial, as an adjunct to treatment as usual. A survey battery designed to measure feasibility and effectiveness of the smartphone app plus treatment as usual intervention was completed at baseline and follow-up. Results A vast majority of participants used the app to view and edit their safety plans and reported that the app was easy to use. A reduction was observed in participant severity and intensity of suicide ideation, and suicide-related coping increased significantly. No significant changes were observed in suicide resilience. Conclusions The BeyondNow safety planning smartphone application was shown to be feasible and effective as an adjunct to mental health treatment among patients at risk of suicide. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",Suicide and Life-Threatening Behavior,Barbara Stanley,2018,Smartphones,409 - Evaluating the Feasibility and Effectiveness,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BeyondNow,Australia,25-Suicidal behavior disorder/nonsuicidal self-injury,25,Suicidal behavior disorder/nonsuicidal self-injury,NA,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,OPEN-LABEL SINGLE-GROUP TRIAL (PILOT STUDY),"A vast majority of participants used the app to view and edit their safety plans and reported that the app was easy to use. A reduction was observed in participant severity and intensity of suicide ideation, and suicide-related coping increased significantly. No significant changes were observed in suicide resilience.",36,NA,"Only experimental group. BeyondNow app, as an adjunct to existing interventions at the tertiary mental health service",YES,EFFECT AND USABILITY/UX,NO,Australia
Article,Formative work in the development of a physical activity smartphone app targeted for patients with alcohol use disorders,"OBJECTIVES: Alcohol use disorders (AUDs) are associated with significant physical and mental health concerns. Interventions focused on increasing physical activity (PA) in this population may improve overall physical and mental health associated with AUDs. Given how ubiquitous smartphones have become, PA apps may be a feasible, acceptable, and potentially scalable approach to integrating PA in alcohol recovery. To date, there are no PA apps targeted specifically for this population. DESIGN: The current study describes 2 formative phases in the development of Fit\&Sober, a theory-informed smartphone app designed to increase PA in patients with alcohol dependence. METHODS: Phase 1 consisted of questionnaires and focus groups (3 groups with total N/=/23) conducted with patients in current AUD treatment regarding their preferences and feedback on the proposed app design and components. Phase 2 consisted of individual usability sessions (N/=/10) conducted with a different set of patients with AUD, in which feedback was provided on the look, usability, and functionality of the Fit\&Sober app prototype. RESULTS: Phase 1 evaluated key components of a physical activity app designed especially for increasing PA in early recovery and refined app features such as the logo, graphical display of data, and specific physical activity-relevant affect words to be used in the app. Phase 2 usability studies provided support for usability, attractiveness, and potential usefulness in the target population. CONCLUSIONS: Through the iterative 2-phase process, a prototype of the Fit\&Sober app was created and readied for pilot testing in patients with AUD. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",Psychology of Sport and Exercise,Michael Stein,2018,Smartphones,411 - Formative work in the development of a physical,411,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NOT KNOWN,NO,NO,YES,NOT KNOWN,NO,NO,NOT KNOWN,YES,NO,NO,NO,NO,NO,NO,NOT KNOWN,NOT KNOWN,YES,NA,NOT KNOWN,NOT KNOWN,Fit&Sobber,United States of America,16-Substance-related and addictive disorders,16,Substance-related and addictive disorders,NA,Alcohol,NO,NO,NO,NO,NO,NO,NO,YES,NO,USABILITY STUDY,NA,23,NA,2,NA,NO ASSESSMENT,NO,United States of America
Article,Kickit: The development of an evidence-based smoking cessation smartphone app,"Currently, the evidence for mobile health (mHealth) smoking cessation interventions is limited and heterogeneous, warranting the need for innovative rigorously developed solutions. The aim of this study was to describe the development of a smoking cessation smartphone application (app) developed using evidence-based principles. The app (Kick.it) was designed using the Intervention Mapping framework, incorporating an extensive literature review and qualitative study, in combination with the Behavioural Change Taxonomy v1, the Theoretical Domains Framework, and the Persuasive System Design framework. Kick. it provides quit smoking education, skills training, motivational content and self-regulation functionality for smokers, as well as their social support network. By logging cravings and cigarettes smoked, users will create their own smoking profile, which will be used to provide tailored interventions. It hosts a social network to allow 24/7 social support and provides in-app tools to help with urges to smoke. The app aims to motivate smokers to retry if they slip-up or relapse, allowing them to learn from previous smoking cessation attempts. Rather than basing the app on a singular behavioral change approach, Kick.it will use elements stemming from a variety of behavioral approaches by combining methods of multiple psychological theories. The use of best-practice intervention development frameworks in conjunction with evidence-based behavioral change techniques is expected to result in a smartphone app that has an optimal chance of helping people to quit smoking. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",Translational Behavioral Medicine,Brian J. Smith,2018,tailoring,413 - Kickit The development of an,413,NOT KNOWN,NOT KNOWN,YES,NOT KNOWN,NOT KNOWN,NO,NO,NO,YES,NO,NO,NO,NOT KNOWN,YES,YES,NOT KNOWN,NOT KNOWN,NOT KNOWN,YES,YES,YES,NO,YES,YES,NOT KNOWN,NOT KNOWN,NO,NO,YES,NO,NO,NO,NO,NA,NOT KNOWN,NOT KNOWN,Kick.it,Australia,16-Substance-related and addictive disorders,16,Substance-related and addictive disorders,NA,smoking cessation,YES,NO,NO,NO,NO,NO,NO,YES,NO,"UNKOWN/NO VALUE (IS A SYSTEM DESCRIPTION, WITHOUT DATA)",The use of best-practice intervention development frameworks in conjunction with evidence-based behavioral change techniques is expected to result in a smartphone app that has an optimal chance of helping people to quit smoking,NA,NA,NA,NO,NO ASSESSMENT,NO,Australia
Article,Mobile health (mHealth) versus clinic-based group intervention for people with serious mental illness: A randomized controlled trial,"Objective: mHealth approaches that use mobile phones to deliver interventions can help improve access to care for people with serious mental illness. The goal was to evaluate how mHealth performs against more traditional treatment. Methods: A three-month randomized controlled trial was conducted of a smartphone-delivered intervention (FOCUS) versus a clinic-based group intervention (Wellness Recovery Action Plan [WRAP]). Participants were 163 clients, mostly from racial minority groups and with long-term, serious mental illness (schizophrenia or schizoaffective disorder, 49\%; bipolar disorder, 28\%; and major depressive disorder, 23\%). Outcomes were engagement throughout the intervention; satisfaction posttreatment (three months); and improvement in clinical symptoms, recovery, and quality of life (assessed at baseline, posttreatment, and six months). Results: Participants assigned to FOCUS were more likely than those assigned to WRAP to commence treatment (90\% versus 58\%) and remain fully engaged in eight weeks of care (56\% versus 40\%). Satisfaction ratings were comparably high for both interventions. Participants in both groups improved significantly and did not differ in clinical outcomes, including general psychopathology and depression. Significant improvements in recovery were seen for the WRAP group posttreatment, and significant improvements in recovery and quality of life were seen for the FOCUS group at six months. Conclusions: Both interventions produced significant gains among clients with serious and persistent mental illnesses who were mostly from racial minority groups. The mHealth intervention showed superior patient engagement and produced patient satisfaction and clinical and recovery outcomes that were comparable to those from a widely used clinic-based group intervention for illness management.",Psychiatric Services,E.A. Scherer,2018,NA,414 - Mobile Health (mHealth) Versus,414,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NOT KNOWN,YES,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NO,NOT KNOWN,NO,NO,YES,NOT KNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,FOCUS,United States of America,24-Various disorders,24,Various disorders,"schizophrenia or schizoaffective disorder, bipolar disorder, and major depressive disorder",NA,YES,NO,NO,NO,NO,NO,NO,NO,NO,RCT,"Participants assigned to FOCUS were more likely than those assigned to WRAP to commence treatment (90% versus 58%) and remain fully engaged in eight weeks of care (56% versus 40%). Satisfaction ratings were comparably high for both interventions. Participants in both groups improved significantly and did not differ in clinical outcomes, including general psychopathology and depression. Significant improvements in recovery were seen for the WRAP group posttreatment, and significant improvements in recovery and quality of life were seen for the FOCUS group at six months.",163,NA,"Wellness Recovery Action Plan and FOCUS (a multimodal, smarphone-delivered intervention)",YES,EFFECT AND USABILITY/UX,RCT,United States of America
Article,Reducing distress and improving social functioning in daily life in people with auditory verbal hallucinations: Study protocol for the Temstem' randomised controlled trial,"Introduction Auditory verbal hallucinations (AVH) are prevalent experiences that can induce distress and impede social functioning. While most voice hearers benefit from antipsychotic medication or cognitive-behavioural therapy, additional effective interventions are needed to reduce the burden of experiencing AVH. Temstem' is an easily accessible and useable smartphone application that was developed by designers in close cooperation with voice hearers and experts. By using language games, Temstem aims to reduce distress and improve social functioning. Methods This is a single-blind multicentre randomised controlled trial with two arms: Temstem+AVH monitoring' versus AVH monitoring' (total n=100). Participants are adult patients who suffer daily from AVH and will be recruited in outpatient units. Primary assessment in daily life is made by the Experience Sampling Method (ESM) and daily monitoring with the PsyMate app. During an ESM period of 6 days, participants assess their mental state (including AVH and context) several times a day by filling in short questionnaires. There are three 6-day ESM periods: at baseline (week 0-1), post-treatment (weeks 5-6) and follow-up (weeks 9-10). In addition, during the entire 10-week study period, all participants monitor their AVH two times a day with a short assessment via the PsyMate app. Participants in the Temstem+AVH monitoring condition are provided with the Temstem app from week 1 to 6. Other assessments made at baseline, post-treatment and follow-up are based on questionnaires and a clinical interview. Ethics and dissemination The results from this study will provide an evaluation of the effectiveness of Temstem, a non-invasive and easily accessible app for voice hearers, and insight into the determinants of optimal use. Results will be disseminated unreservedly, irrespective of the magnitude or direction of the effects. This study protocol was approved by the Medical Ethics Committee of the VU University Medical Centre (METC number: 2015.435/NL53684.029.15). Trial registration number ISRCTN75717636; Pre-results. 2018 Article author(s) (or their employer(s) unless otherwise stated in the text of the article). All rights reserved.",BMJ Open,D. {Van Den Berg},2018,Experience Sampling,418 - Reducing distress and improving social,418,NO,NO,NO,NOT KNOWN,NO,NO,NO,NO,YES,NO,NOT KNOWN,NO,NO,YES,NOT KNOWN,YES,NOT KNOWN,NOT KNOWN,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,YES,YES,Temstem,The Netherlands,2-Schizophrenia spectrum and other psychotic disorders,2,Schizophrenia spectrum and other psychotic disorders,NA,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,STUDY PROTOCOL FOR RCT,"No results, study protocol",NA,NA,single-blind multicentre RCT with two arms: ‘Temstem+AVH monitoring’ versus ‘AVH monitoring’.,NO,NO ASSESSMENT,PROTOCOL OF  RCT,The Netherlands
Article,Smartphone-based ecological momentary assessment and intervention in a blended coping-focused therapy for distressing voices: Development and case illustration,"Common approaches to the psychological treatment of distressing voice hearing experiences, such as cognitive behavioural therapy, aim to promote more adaptive cognitive, emotional and behavioural responses to these experiences. Digital technologies such as smartphones show promise for supporting and enhancing these treatments by linking immediate therapeutic settings to the context of daily life. Two promising technologies include ecological momentary assessment and intervention (EMA/I), which may offer a means of advanced assessment and support in daily life, and inform the tailoring of interventions to suit individual needs. In this study, a highly novel intervention approach was developed involving four face-to-face sessions with a psychologist blended with EMA/I between sessions in order to improve coping with distressing voice hearing experiences. The authors describe the background and development of this approach along-side a single case illustration, which supported feasibility and acceptability. This study details how digital technologies such as EMA/I may be used in future as clinical tools to enhance standard psychological treatments and clinical care of people with persisting and distressing experiences.",Internet Interventions-the Application of Information Technology in Mental and Behavioural Health,Neil Thomas,2018,NA,419 - Smartphone-based ecological momentary assessment,419,NOT KNOWN,NOT KNOWN,NOT KNOWN,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NOT KNOWN,NOT KNOWN,NOT KNOWN,NO,YES,NO,YES,YES,NO,NOT KNOWN,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,RealLife Exp,Australia,2-Schizophrenia spectrum and other psychotic disorders,2,Schizophrenia spectrum and other psychotic disorders,NA,NA,YES,NO,NO,NO,NO,NO,NO,NO,NO,CASE REPORTS,"Harry reported improvements
to his awareness of different and more effective coping responses for his
voices. Clinical measures completed following the intervention showed
Harry had increased the level of confidence in coping with the voices
from 5/10 to 8/10. The final assessment coincided with some external
stressors which he attributed to an increase in the severity of his voices,
which was evident on the increased PSYRATS-AH overall voice severity
score, though this was not clinically significant (pre: 17, post: 23). There
was a reduction in the SEPS negative impact of the voices (pre: 95, post:
87), though this change was not clinically significant, and there was no
change in DASS-21 negative emotional symptoms (pre: 66, post: 66).",1,NA,NA,YES,EFFECT AND USABILITY/UX,NO,Australia
